begins_at,session,high_price,close_price,open_price,interpolated,volume,low_price
2018-10-26T13:30:00Z,reg,216.500000,215.190000,215.640000,False,1077528,214.750000
2018-10-26T13:35:00Z,reg,216.460000,215.990000,215.180000,False,468811,214.960000
2018-10-26T13:40:00Z,reg,217.360000,217.100000,215.990000,False,381465,215.960000
2018-10-26T13:45:00Z,reg,217.820000,217.730000,217.115300,False,249350,216.620000
2018-10-26T13:50:00Z,reg,217.715000,216.500000,217.715000,False,263147,216.385000
2018-10-26T13:55:00Z,reg,217.070000,216.370000,216.500000,False,241433,216.210000
2018-10-26T14:00:00Z,reg,216.409900,215.750700,216.350000,False,269131,215.400000
2018-10-26T14:05:00Z,reg,215.830000,215.260000,215.770000,False,302827,215.020000
2018-10-26T14:10:00Z,reg,215.450000,215.260000,215.270000,False,426282,214.610000
2018-10-26T14:15:00Z,reg,215.660000,215.610000,215.230000,False,196782,214.930000
2018-10-26T14:20:00Z,reg,216.270000,216.160000,215.542200,False,170682,215.250000
2018-10-26T14:25:00Z,reg,216.560000,215.398300,216.190000,False,275683,215.210000
2018-10-26T14:30:00Z,reg,215.770000,215.360000,215.370000,False,327367,214.957400
2018-10-26T14:35:00Z,reg,215.610000,215.240000,215.377000,False,225738,214.850000
2018-10-26T14:40:00Z,reg,215.410000,214.990000,215.172500,False,244787,214.910000
2018-10-26T14:45:00Z,reg,215.060000,214.890000,215.000000,False,365997,214.173000
2018-10-26T14:50:00Z,reg,215.330000,213.960000,214.890000,False,354413,213.810000
2018-10-26T14:55:00Z,reg,214.160000,212.900000,213.980000,False,505452,212.790000
2018-10-26T15:00:00Z,reg,214.000000,213.910000,212.830000,False,301741,212.670000
2018-10-26T15:05:00Z,reg,214.779000,214.220000,213.920000,False,237991,213.570000
2018-10-26T15:10:00Z,reg,214.700000,214.590000,214.210000,False,173709,214.140000
2018-10-26T15:15:00Z,reg,215.480000,215.350000,214.613400,False,184977,214.500000
2018-10-26T15:20:00Z,reg,216.150000,216.040000,215.430000,False,228340,215.335000
2018-10-26T15:25:00Z,reg,216.220000,215.870000,216.100000,False,167994,215.545000
2018-10-26T15:30:00Z,reg,216.669900,216.435000,215.970000,False,203625,215.970000
2018-10-26T15:35:00Z,reg,216.690000,215.960000,216.470000,False,157218,215.540000
2018-10-26T15:40:00Z,reg,216.360400,215.770000,215.910000,False,123344,215.740000
2018-10-26T15:45:00Z,reg,216.240000,215.970000,215.750000,False,77102,215.720000
2018-10-26T15:50:00Z,reg,216.890000,216.200000,215.970000,False,137520,215.970000
2018-10-26T15:55:00Z,reg,216.720000,216.355500,216.210000,False,72686,216.210000
2018-10-26T16:00:00Z,reg,216.865700,216.850000,216.360000,False,118730,216.230000
2018-10-26T16:05:00Z,reg,217.270000,216.940000,216.850000,False,157326,216.820000
2018-10-26T16:10:00Z,reg,217.039500,216.630000,217.016000,False,85382,216.370000
2018-10-26T16:15:00Z,reg,217.007000,217.000000,216.639600,False,79711,216.244600
2018-10-26T16:20:00Z,reg,217.470000,216.690000,217.000000,False,121794,216.570000
2018-10-26T16:25:00Z,reg,217.100000,217.009000,216.710000,False,81710,216.570000
2018-10-26T16:30:00Z,reg,217.600000,217.500000,216.977000,False,161486,216.830000
2018-10-26T16:35:00Z,reg,217.820000,217.410000,217.490000,False,157561,217.260000
2018-10-26T16:40:00Z,reg,218.200000,218.200000,217.385000,False,173296,217.270000
2018-10-26T16:45:00Z,reg,219.130000,219.070000,218.140000,False,221959,218.090000
2018-10-26T16:50:00Z,reg,219.400000,219.110000,219.035000,False,209721,218.890000
2018-10-26T16:55:00Z,reg,219.120000,218.870000,219.111100,False,164231,218.650000
2018-10-26T17:00:00Z,reg,220.050000,220.030000,218.840400,False,332993,218.750000
2018-10-26T17:05:00Z,reg,220.188500,219.470000,220.030000,False,100624,219.420000
2018-10-26T17:10:00Z,reg,219.920000,219.400100,219.530000,False,119447,219.070000
2018-10-26T17:15:00Z,reg,219.630100,219.337600,219.520000,False,90530,219.120100
2018-10-26T17:20:00Z,reg,219.498700,218.793600,219.350000,False,79981,218.730700
2018-10-26T17:25:00Z,reg,218.910000,218.340000,218.750000,False,133813,218.220000
2018-10-26T17:30:00Z,reg,218.270000,217.384200,218.260000,False,205472,217.384200
2018-10-26T17:35:00Z,reg,217.830000,217.169000,217.300000,False,132224,216.760000
2018-10-26T17:40:00Z,reg,218.050000,217.880600,217.170000,False,105234,217.154800
2018-10-26T17:45:00Z,reg,218.117500,217.802700,217.850000,False,73172,217.344000
2018-10-26T17:50:00Z,reg,218.700000,218.650000,217.860000,False,88047,217.640000
2018-10-26T17:55:00Z,reg,218.860000,218.690000,218.600000,False,170761,218.530000
2018-10-26T18:00:00Z,reg,219.050000,217.990000,218.740000,False,101553,217.740000
2018-10-26T18:05:00Z,reg,217.982000,217.480000,217.982000,False,118213,217.210000
2018-10-26T18:10:00Z,reg,217.969300,217.370000,217.420000,False,109466,217.130000
2018-10-26T18:15:00Z,reg,217.570000,217.290000,217.360000,False,81410,217.030000
2018-10-26T18:20:00Z,reg,217.813800,217.570000,217.270000,False,144541,217.110000
2018-10-26T18:25:00Z,reg,218.250000,217.870000,217.615000,False,136626,217.560000
2018-10-26T18:30:00Z,reg,218.440000,217.680000,217.770000,False,65347,217.627000
2018-10-26T18:35:00Z,reg,218.400000,217.820000,217.640000,False,69181,217.630000
2018-10-26T18:40:00Z,reg,218.150000,217.376700,217.840000,False,82870,217.200000
2018-10-26T18:45:00Z,reg,217.530000,216.480000,217.390000,False,152022,216.361300
2018-10-26T18:50:00Z,reg,216.745000,216.150000,216.455000,False,94807,216.090000
2018-10-26T18:55:00Z,reg,216.240000,215.760000,216.100000,False,183745,215.430000
2018-10-26T19:00:00Z,reg,215.700000,215.406100,215.700000,False,270272,214.850000
2018-10-26T19:05:00Z,reg,215.600000,215.300000,215.380000,False,119025,215.000000
2018-10-26T19:10:00Z,reg,215.560000,214.880000,215.320000,False,170466,214.610000
2018-10-26T19:15:00Z,reg,215.730000,215.660000,214.877800,False,179174,214.835000
2018-10-26T19:20:00Z,reg,216.489000,215.986000,215.665000,False,196844,215.648900
2018-10-26T19:25:00Z,reg,216.400000,216.079900,215.960300,False,102368,215.690000
2018-10-26T19:30:00Z,reg,216.030000,215.500000,216.016000,False,153526,215.290000
2018-10-26T19:35:00Z,reg,216.460000,216.050000,215.460000,False,154191,215.260000
2018-10-26T19:40:00Z,reg,216.070000,215.130000,216.050000,False,195903,214.980000
2018-10-26T19:45:00Z,reg,216.310000,216.090000,215.150000,False,290416,215.140000
2018-10-26T19:50:00Z,reg,217.030000,216.470000,216.110000,False,344732,216.110000
2018-10-26T19:55:00Z,reg,216.450000,216.030000,216.450000,False,848138,215.050000
2018-10-29T13:30:00Z,reg,219.650000,218.650000,219.255000,False,842850,218.390000
2018-10-29T13:35:00Z,reg,219.540300,218.930000,218.640000,False,290173,218.630000
2018-10-29T13:40:00Z,reg,219.070000,218.450000,218.910000,False,285634,218.270000
2018-10-29T13:45:00Z,reg,218.890000,218.650000,218.420000,False,245940,218.010000
2018-10-29T13:50:00Z,reg,218.790000,218.590000,218.670000,False,196377,218.100000
2018-10-29T13:55:00Z,reg,219.200000,219.030000,218.590000,False,167301,218.160000
2018-10-29T14:00:00Z,reg,219.470000,219.303300,219.030000,False,236606,218.810000
2018-10-29T14:05:00Z,reg,219.650000,219.610000,219.300000,False,183935,219.210000
2018-10-29T14:10:00Z,reg,219.690000,219.220000,219.600000,False,155141,219.130000
2018-10-29T14:15:00Z,reg,219.500000,218.760000,219.215000,False,184029,218.700000
2018-10-29T14:20:00Z,reg,219.150000,219.030000,218.760000,False,145960,218.708000
2018-10-29T14:25:00Z,reg,219.280000,218.950000,219.033200,False,89679,218.940000
2018-10-29T14:30:00Z,reg,219.080000,218.700000,218.950000,False,140827,218.700000
2018-10-29T14:35:00Z,reg,218.730000,218.400000,218.690000,False,148676,218.120100
2018-10-29T14:40:00Z,reg,218.710000,218.605000,218.400000,False,89571,218.360000
2018-10-29T14:45:00Z,reg,218.890000,218.450000,218.590000,False,97454,218.200000
2018-10-29T14:50:00Z,reg,219.000000,218.990000,218.410000,False,126586,218.410000
2018-10-29T14:55:00Z,reg,218.960000,218.440000,218.960000,False,106322,218.330000
2018-10-29T15:00:00Z,reg,218.690000,218.279300,218.460000,False,131991,218.130000
2018-10-29T15:05:00Z,reg,218.850000,218.235000,218.290000,False,123089,218.210000
2018-10-29T15:10:00Z,reg,218.280000,217.780000,218.249900,False,198309,217.610000
2018-10-29T15:15:00Z,reg,218.020000,217.500000,217.770000,False,158728,217.430000
2018-10-29T15:20:00Z,reg,217.940000,217.789800,217.500000,False,115117,217.320100
2018-10-29T15:25:00Z,reg,218.090000,217.940000,217.770000,False,115617,217.710000
2018-10-29T15:30:00Z,reg,218.010000,217.260000,217.930000,False,157798,217.260000
2018-10-29T15:35:00Z,reg,217.360000,217.260000,217.270000,False,151966,216.730000
2018-10-29T15:40:00Z,reg,217.800000,217.630000,217.260000,False,111421,217.100000
2018-10-29T15:45:00Z,reg,217.760000,217.381600,217.640000,False,92903,217.360000
2018-10-29T15:50:00Z,reg,217.640000,216.840900,217.450000,False,96361,216.840000
2018-10-29T15:55:00Z,reg,216.830300,216.000000,216.810000,False,260351,215.853700
2018-10-29T16:00:00Z,reg,216.180000,216.170000,216.060000,False,265380,215.621900
2018-10-29T16:05:00Z,reg,216.260000,215.830000,216.150000,False,187154,215.740000
2018-10-29T16:10:00Z,reg,216.630000,216.370000,215.840000,False,161474,215.730000
2018-10-29T16:15:00Z,reg,217.090000,216.767400,216.348600,False,181667,216.140000
2018-10-29T16:20:00Z,reg,216.960000,216.070000,216.850000,False,159924,215.620000
2018-10-29T16:25:00Z,reg,216.220000,215.380000,216.085000,False,205351,214.770000
2018-10-29T16:30:00Z,reg,216.120000,215.939900,215.390000,False,146004,215.200000
2018-10-29T16:35:00Z,reg,216.500000,216.130000,215.969400,False,115715,215.940000
2018-10-29T16:40:00Z,reg,216.720000,216.450000,216.120000,False,137912,216.040000
2018-10-29T16:45:00Z,reg,216.683700,216.210000,216.450000,False,84199,216.170000
2018-10-29T16:50:00Z,reg,216.420000,215.630000,216.230000,False,92731,215.620000
2018-10-29T16:55:00Z,reg,215.630000,215.470000,215.570000,False,130391,215.080000
2018-10-29T17:00:00Z,reg,216.650000,216.510000,215.475000,False,112666,215.410000
2018-10-29T17:05:00Z,reg,216.840000,216.770000,216.490000,False,77079,216.410000
2018-10-29T17:10:00Z,reg,216.869900,216.360000,216.780000,False,65455,216.270600
2018-10-29T17:15:00Z,reg,216.390000,216.110000,216.360000,False,83003,215.907400
2018-10-29T17:20:00Z,reg,216.330000,215.830000,216.120000,False,108376,215.820000
2018-10-29T17:25:00Z,reg,215.830000,215.470000,215.830000,False,115756,215.420000
2018-10-29T17:30:00Z,reg,216.380000,216.350000,215.450000,False,93442,215.310000
2018-10-29T17:35:00Z,reg,216.375000,216.080000,216.375000,False,39503,215.830000
2018-10-29T17:40:00Z,reg,216.230000,216.170000,216.050000,False,50039,215.630000
2018-10-29T17:45:00Z,reg,216.450000,216.360000,216.200000,False,77107,216.071900
2018-10-29T17:50:00Z,reg,217.180000,216.827900,216.360000,False,119178,216.360000
2018-10-29T17:55:00Z,reg,217.010000,216.313000,216.815000,False,97560,216.310000
2018-10-29T18:00:00Z,reg,216.300000,216.079900,216.290000,False,104349,215.610000
2018-10-29T18:05:00Z,reg,216.160000,215.750000,216.000000,False,98103,215.550000
2018-10-29T18:10:00Z,reg,215.750000,214.610000,215.750000,False,299466,214.480000
2018-10-29T18:15:00Z,reg,214.740000,214.410000,214.580000,False,195662,214.200000
2018-10-29T18:20:00Z,reg,214.460000,213.980000,214.405000,False,213582,213.600000
2018-10-29T18:25:00Z,reg,214.200000,213.719900,213.960000,False,133703,213.550000
2018-10-29T18:30:00Z,reg,213.940000,213.345000,213.730000,False,209287,213.300000
2018-10-29T18:35:00Z,reg,214.070000,213.565000,213.360000,False,191015,213.200000
2018-10-29T18:40:00Z,reg,214.770000,214.546200,213.560000,False,243433,213.555000
2018-10-29T18:45:00Z,reg,214.800000,213.950000,214.553600,False,170494,213.830000
2018-10-29T18:50:00Z,reg,214.120000,213.410000,213.890000,False,194036,213.300000
2018-10-29T18:55:00Z,reg,214.330000,214.050000,213.420000,False,170973,213.260000
2018-10-29T19:00:00Z,reg,214.130000,213.210000,214.080000,False,204754,213.130000
2018-10-29T19:05:00Z,reg,213.430000,213.090000,213.180000,False,335980,212.600000
2018-10-29T19:10:00Z,reg,213.388900,212.510000,213.089500,False,246230,212.370000
2018-10-29T19:15:00Z,reg,212.529900,212.409000,212.510000,False,480577,211.550000
2018-10-29T19:20:00Z,reg,212.570000,212.280000,212.421800,False,271582,211.680000
2018-10-29T19:25:00Z,reg,212.500000,211.510000,212.239900,False,248879,211.510000
2018-10-29T19:30:00Z,reg,211.720000,211.130000,211.520000,False,390345,210.700000
2018-10-29T19:35:00Z,reg,211.240000,211.010000,211.140000,False,278856,210.550000
2018-10-29T19:40:00Z,reg,211.010000,208.047200,211.010000,False,1375017,206.910000
2018-10-29T19:45:00Z,reg,209.770000,209.545000,208.030000,False,899210,207.630000
2018-10-29T19:50:00Z,reg,211.500000,211.440000,209.550000,False,643320,209.400000
2018-10-29T19:55:00Z,reg,212.950000,212.550000,211.401000,False,1191080,210.998500
2018-10-30T13:30:00Z,reg,212.980000,212.270000,211.110000,False,1033439,209.270000
2018-10-30T13:35:00Z,reg,212.870000,212.100000,212.300000,False,375518,210.710000
2018-10-30T13:40:00Z,reg,213.200000,212.760000,212.170000,False,368456,212.120000
2018-10-30T13:45:00Z,reg,213.090000,212.850000,212.660000,False,279614,211.810000
2018-10-30T13:50:00Z,reg,214.300000,214.090000,212.850000,False,309102,212.780000
2018-10-30T13:55:00Z,reg,215.180000,214.833500,214.040000,False,396143,213.485000
2018-10-30T14:00:00Z,reg,214.969900,213.820000,214.850000,False,234349,213.660000
2018-10-30T14:05:00Z,reg,214.355100,213.669900,213.790000,False,192661,213.510000
2018-10-30T14:10:00Z,reg,213.898800,213.105000,213.630000,False,204106,212.550000
2018-10-30T14:15:00Z,reg,213.490000,213.354200,213.130000,False,164590,212.930000
2018-10-30T14:20:00Z,reg,214.230000,214.065000,213.380000,False,138963,213.380000
2018-10-30T14:25:00Z,reg,214.460000,213.489900,214.110000,False,166198,213.230000
2018-10-30T14:30:00Z,reg,214.300000,213.895000,213.490000,False,141406,213.240000
2018-10-30T14:35:00Z,reg,213.820000,211.920000,213.820000,False,269665,211.860000
2018-10-30T14:40:00Z,reg,212.060000,211.409900,211.939900,False,173695,211.330000
2018-10-30T14:45:00Z,reg,211.970000,211.900000,211.470000,False,265586,211.400000
2018-10-30T14:50:00Z,reg,212.480000,211.534400,211.940000,False,197150,211.380000
2018-10-30T14:55:00Z,reg,212.420000,212.080000,211.525300,False,147031,211.470000
2018-10-30T15:00:00Z,reg,212.980000,212.642100,212.140000,False,155956,211.750000
2018-10-30T15:05:00Z,reg,213.730000,213.280000,212.650000,False,176402,212.530000
2018-10-30T15:10:00Z,reg,213.400000,212.340000,213.260000,False,125767,212.170000
2018-10-30T15:15:00Z,reg,213.100000,213.085000,212.360000,False,106380,212.000000
2018-10-30T15:20:00Z,reg,213.540000,212.890000,213.160000,False,133039,212.660000
2018-10-30T15:25:00Z,reg,214.020000,213.820000,212.950000,False,144992,212.940000
2018-10-30T15:30:00Z,reg,213.980000,213.960000,213.820000,False,109693,213.580000
2018-10-30T15:35:00Z,reg,214.500000,213.840000,213.950000,False,136832,213.650000
2018-10-30T15:40:00Z,reg,213.910000,213.480000,213.800000,False,113223,213.230000
2018-10-30T15:45:00Z,reg,214.480000,214.370000,213.470000,False,105807,213.444100
2018-10-30T15:50:00Z,reg,214.500000,213.370000,214.330000,False,119188,213.330000
2018-10-30T15:55:00Z,reg,213.394300,212.870000,213.394300,False,128589,212.760000
2018-10-30T16:00:00Z,reg,213.240000,213.023000,212.890000,False,89830,212.670000
2018-10-30T16:05:00Z,reg,213.580000,213.230000,213.073300,False,89029,212.880000
2018-10-30T16:10:00Z,reg,213.290000,212.630000,213.230000,False,79318,212.420000
2018-10-30T16:15:00Z,reg,212.940000,212.820000,212.630000,False,105579,212.250000
2018-10-30T16:20:00Z,reg,213.229600,213.080000,212.850000,False,98044,212.570000
2018-10-30T16:25:00Z,reg,213.500000,213.330000,213.150000,False,59629,213.130000
2018-10-30T16:30:00Z,reg,213.330000,212.790000,213.330000,False,62759,212.630000
2018-10-30T16:35:00Z,reg,213.520000,213.355000,212.810000,False,90646,212.760000
